"EXPOCODE","STNNBR","DATE","LATITUDE","LONGITUDE","CTDPRS","CTDTMP","CTDSAL","SALNTY","OXYGEN","OXYGEN_FLAG_W","SF6","SF6_FLAG_W","CFC12","CFC12_FLAG_W"
"18DL20200722",36,20200729,54.48928,-54.76146,"150.765","0.1993","33.6002","-999","-999",9,"3.867",2,"2.69",2
"18DL20200722",36,20200729,54.48884,-54.76114,"99.762","-0.5534","33.3092","33.312","321.7",2,"3.612",2,"2.895",2
"18DL20200722",36,20200729,54.48814,-54.76058,"49.511","-0.4878","32.9366","-999","-999",9,"3.821",2,"2.903",2
"18DL20200722",36,20200729,54.4876,-54.76014,"19.858","3.2348","32.3077","-999","-999",9,"3.86",2,"2.81",2
"18DL20200722",36,20200729,54.48697,-54.75944,"3.165","9.731","31.2369","31.2423","305.4",2,"3.257",2,"2.133",2
"18DL20200722",40,20200729,53.9874,-55.24948,"141.335","-0.3765","33.41","33.4091","321.9",2,"3.567",2,"2.79",2
"18DL20200722",40,20200729,53.98654,-55.2499,"100.017","-0.7539","32.9012","32.9049","337.2",2,"3.374",2,"2.86",2
"18DL20200722",40,20200729,53.9858,-55.25005,"50.186","-0.992","32.5057","-999","-999",9,"3.823",2,"3.049",2
"18DL20200722",40,20200729,53.9847,-55.25036,"20.423","-0.6603","32.353","-999","-999",9,"3.813",2,"3.061",2
"18DL20200722",40,20200729,53.98424,-55.25065,"3.274","5.4333","31.2408","31.1577","356.3",2,"3.366",2,"2.526",2
"18DL20200722",44,20200729,53.6616,-55.5503,"136.687","-0.7989","32.9311","32.9298","329",2,"3.594",2,"2.991",2
"18DL20200722",44,20200729,53.66068,-55.54988,"99.991","-0.9072","32.8249","32.8341","334",2,"3.63",2,"2.963",2
"18DL20200722",44,20200729,53.65866,-55.54954,"49.709","-0.9173","32.5392","-999","-999",9,"3.735",2,"2.981",2
"18DL20200722",44,20200729,53.65698,-55.54942,"19.871","1.1772","32.1493","-999","-999",9,"3.61",2,"2.934",2
"18DL20200722",44,20200729,53.65605,-55.54946,"2.943","6.7566","31.2932","31.2081","346",2,"3.343",2,"2.508",2
"18DL20200722",48,20200729,53.79826,-55.43444,"194.937","0.1627","33.6453","33.6409","13.1",4,"3.505",2,"2.687",2
"18DL20200722",48,20200729,53.79774,-55.43536,"150.34","-0.4974","33.2939","-999","-999",9,"3.465",2,"2.78",2
"18DL20200722",48,20200729,53.79726,-55.436,"99.576","-0.8708","32.9308","32.9362","222.1",3,"3.689",2,"2.902",2
"18DL20200722",48,20200729,53.79636,-55.43648,"49.659","-0.9018","32.5205","-999","-999",9,"3.761",2,"3.024",2
"18DL20200722",48,20200729,53.79552,-55.43714,"20.051","-0.5077","32.3207","-999","-999",9,"3.867",2,"3.043",2
"18DL20200722",48,20200729,53.79496,-55.4377,"3.289","9.733","30.2473","30.2619","314.8",2,"3.097",2,"2.181",2
"18DL20200722",49,20200729,54.22126,-55.02319,"158.33","1.0574","33.9408","33.9191","302.7",2,"3.34",2,"2.574",2
"18DL20200722",49,20200729,54.22114,-55.02342,"140.458","0.4664","33.7671","-999","-999",9,"3.001",2,"2.426",2
"18DL20200722",49,20200729,54.2208,-55.02366,"100.551","-0.3828","33.4437","33.4629","320.2",2,"3.477",2,"2.807",2
"18DL20200722",49,20200729,54.22024,-55.02406,"50.485","-0.5275","32.9926","-999","-999",9,"3.565",2,"2.903",2
"18DL20200722",49,20200729,54.21982,-55.02416,"20.165","1.9908","32.67","-999","-999",9,"3.43",2,"2.841",2
"18DL20200722",49,20200729,54.21966,-55.02464,"3.251","10.7615","31.5983","31.6005","292.9",2,"2.971",2,"2.035",2
"18DL20200722",53,20200730,54.76152,-54.48672,"235.037","2.3568","34.2668","34.268","293.9",2,"3.155",2,"2.454",2
"18DL20200722",53,20200730,54.7614,-54.48672,"199.877","1.5476","34.0507","-999","-999",9,"3.162",2,"2.542",2
"18DL20200722",53,20200730,54.76132,-54.48672,"150.022","0.4872","33.6715","-999","-999",9,"3.275",2,"2.693",2
"18DL20200722",53,20200730,54.76116,-54.48646,"100.611","-0.5809","33.2791","33.286","321.4",2,"3.397",2,"2.811",2
"18DL20200722",53,20200730,54.76066,-54.48724,"49.496","-0.8553","32.8359","-999","-999",9,"3.536",2,"3.001",2
"18DL20200722",53,20200730,54.7604,-54.4876,"30.025","-0.3973","32.6227","32.6383","387.5",2,"3.613",2,"2.98",2
"18DL20200722",53,20200730,54.76028,-54.48783,"20.042","0.4717","32.5484","-999","-999",9,"3.655",2,"2.947",2
"18DL20200722",53,20200730,54.76013,-54.48776,"3.241","9.2097","31.4667","31.4823","315.2",2,"2.971",2,"2.185",2
"18DL20200722",57,20200730,54.95488,-54.29246,"358.851","3.5019","34.6034","34.6037","136.2",4,"3.154",2,"2.249",2
"18DL20200722",57,20200730,54.95572,-54.29164,"249.836","2.7874","34.3783","-999","-999",9,"3.375",2,"2.413",2
"18DL20200722",57,20200730,54.95598,-54.29088,"200.161","2.1002","34.1196","-999","-999",9,"3.507",2,"2.548",2
"18DL20200722",57,20200730,54.95596,-54.2899,"150.835","0.8424","33.7917","33.7929","308.1",2,"3.631",2,"2.684",2
"18DL20200722",57,20200730,54.95584,-54.2891,"99.425","-0.2273","33.4741","-999","-999",9,"3.779",2,"2.765",2
"18DL20200722",57,20200730,54.95602,-54.28876,"49.797","-0.7825","33.0405","-999","-999",9,"3.891",2,"2.929",2
"18DL20200722",57,20200730,54.95604,-54.28854,"20.345","-0.3168","32.645","-999","-999",9,"4.087",2,"2.998",2
"18DL20200722",57,20200730,54.9562,-54.28832,"3.585","7.8243","31.6627","31.6537","332.2",2,"3.593",2,"2.453",2
"18DL20200722",61,20200730,55.10462,-54.12906,"909.313","3.5091","34.8506","34.8516","293.4",2,"2.743",2,"2.179",2
"18DL20200722",61,20200730,55.10448,-54.12784,"859.055","3.5111","34.8497","-999","-999",9,"2.976",2,"2.229",2
"18DL20200722",61,20200730,55.10358,-54.12636,"788.588","3.5258","34.8462","-999","-999",9,"2.797",2,"2.268",2
"18DL20200722",61,20200730,55.1032,-54.12552,"702.187","3.5215","34.8401","-999","-999",9,"2.917",2,"2.256",2
"18DL20200722",61,20200730,55.1026,-54.1251,"599.713","3.5209","34.8287","-999","-999",9,"2.81",2,"2.221",2
"18DL20200722",61,20200730,55.10182,-54.12458,"500.018","3.5667","34.8216","34.8222","6.8",4,"2.968",2,"2.25",2
"18DL20200722",61,20200730,55.10106,-54.12394,"400.472","3.6036","34.8062","-999","-999",9,"2.979",2,"2.261",2
"18DL20200722",61,20200730,55.10026,-54.12296,"300.499","3.6591","34.7739","-999","-999",9,"3.219",2,"2.252",2
"18DL20200722",61,20200730,55.09942,-54.12164,"200.505","3.6747","34.6723","-999","-999",9,"3.299",2,"2.286",2
"18DL20200722",61,20200730,55.09804,-54.11942,"99.928","3.5665","34.4437","-999","-999",9,"3.588",2,"2.456",2
"18DL20200722",61,20200730,55.09626,-54.11684,"49.394","2.5622","34.0125","-999","-999",9,"3.629",2,"2.555",2
"18DL20200722",61,20200730,55.09475,-54.11465,"19.587","1.7162","33.2829","-999","-999",9,"3.831",2,"2.839",2
"18DL20200722",61,20200730,55.0942,-54.11396,"9.503","4.2822","32.6166","32.5804","-999",9,"3.763",2,"2.72",2
"18DL20200722",61,20200730,55.0936,-54.11322,"2.772","7.3996","32.41","32.3338","350.4",2,"3.407",2,"2.457",2
"18DL20200722",66,20200730,55.25916,-53.99368,"2019.013","2.9296","34.916","34.9159","282.6",2,"1.533",2,"1.67",2
"18DL20200722",66,20200730,55.25874,-53.99388,"1900.341","3.0816","34.9171","-999","-999",9,"1.503",2,"1.71",2
"18DL20200722",66,20200730,55.25858,-53.99386,"1810.061","3.2063","34.9155","-999","-999",9,"1.529",2,"1.733",2
"18DL20200722",66,20200730,55.25828,-53.9937,"1689.49","3.3312","34.9134","34.9133","280.1",2,"1.627",2,"1.806",2
"18DL20200722",66,20200730,55.25812,-53.99388,"1549.188","3.3725","34.9011","-999","-999",9,"1.886",2,"1.953",2
"18DL20200722",66,20200730,55.2578,-53.99406,"1389.512","3.3943","34.8834","-999","-999",9,"2.198",2,"2.096",2
"18DL20200722",66,20200730,55.2574,-53.99388,"1210.277","3.4289","34.8757","-999","-999",9,"2.473",2,"2.169",2
"18DL20200722",66,20200730,55.25708,-53.99356,"1030.219","3.4798","34.8704","-999","-999",9,"2.612",2,"2.174",2
"18DL20200722",66,20200730,55.25674,-53.99299,"850.046","3.5023","34.8578","-999","-999",9,"2.775",2,"2.184",2
"18DL20200722",66,20200730,55.25644,-53.99246,"669.555","3.4964","34.8414","-999","-999",9,"3.062",2,"2.253",2
"18DL20200722",66,20200730,55.25622,-53.99248,"509.997","3.5785","34.8354","-999","-999",9,"2.925",2,"2.216",2
"18DL20200722",66,20200730,55.25596,-53.99278,"369.711","3.5905","34.8129","-999","-999",9,"2.936",2,"2.232",2
"18DL20200722",66,20200730,55.25562,-53.99286,"249.973","3.685","34.7844","-999","-999",9,"3.012",2,"2.222",2
"18DL20200722",66,20200730,55.25526,-53.99274,"159.231","3.7834","34.7459","-999","-999",9,"2.989",2,"2.213",2
"18DL20200722",66,20200730,55.25496,-53.99272,"99.826","3.7409","34.6706","-999","-999",9,"3.167",2,"2.287",2
"18DL20200722",66,20200730,55.25424,-53.99278,"49.403","3.8613","34.5098","-999","-999",9,"3.647",2,"2.456",2
"18DL20200722",66,20200730,55.25348,-53.99254,"19.621","4.1906","34.3925","-999","-999",9,"3.697",2,"2.475",2
"18DL20200722",66,20200730,55.25276,-53.9935,"3.246","8.6635","33.6773","33.6795","331.4",2,"3.389",2,"2.252",2
"18DL20200722",70,20200731,55.41998,-53.8206,"2715.145","1.9734","34.8959","34.8952","291.1",2,"1.879",2,"1.925",2
"18DL20200722",70,20200731,55.41996,-53.82011,"2591.261","1.9898","34.8967","-999","-999",9,"1.855",2,"1.916",2
"18DL20200722",70,20200731,55.42002,-53.8195,"2509.533","2.1548","34.901","-999","-999",9,"1.693",2,"1.844",2
"18DL20200722",70,20200731,55.4195,-53.81856,"2290.329","2.5794","34.9135","-999","-999",9,"1.359",2,"1.652",2
"18DL20200722",70,20200731,55.41958,-53.81836,"2148.634","2.8123","34.9172","-999","-999",9,"1.257",2,"1.819",2
"18DL20200722",70,20200731,55.41965,-53.81788,"1990.993","3.0061","34.9178","34.9175","279.9",2,"1.534",2,"1.677",2
"18DL20200722",70,20200731,55.41919,-53.81754,"1810.525","3.2096","34.9178","-999","-999",9,"1.398",2,"1.71",2
"18DL20200722",70,20200731,55.41894,-53.81702,"1610.797","3.3701","34.9025","-999","-999",9,"1.861",2,"1.942",2
"18DL20200722",70,20200731,55.41894,-53.81626,"1409.626","3.3808","34.8781","-999","-999",9,"2.452",2,"2.155",2
"18DL20200722",70,20200731,55.41888,-53.81566,"1210.871","3.3775","34.8674","-999","-999",9,"2.66",2,"2.229",2
"18DL20200722",70,20200731,55.41885,-53.81534,"1028.69","3.4598","34.8722","-999","-999",9,"2.528",2,"2.217",2
"18DL20200722",70,20200731,55.41858,-53.81518,"850.158","3.5136","34.8659","-999","-999",9,"2.724",2,"2.211",2
"18DL20200722",70,20200731,55.41862,-53.81498,"670.101","3.4784","34.8454","-999","-999",9,"2.85",2,"2.249",2
"18DL20200722",70,20200731,55.41878,-53.81484,"509.489","3.468","34.8262","-999","-999",9,"2.882",2,"2.212",2
"18DL20200722",70,20200731,55.41902,-53.81448,"369.891","3.5463","34.8235","-999","-999",9,"2.782",2,"2.196",2
"18DL20200722",70,20200731,55.4194,-53.814,"149.872","3.7108","34.7432","-999","-999",9,"3.256",2,"2.274",2
"18DL20200722",70,20200731,55.4195,-53.81409,"99.153","3.6475","34.7172","-999","-999",9,"3.143",2,"2.29",2
"18DL20200722",70,20200731,55.41964,-53.81406,"48.816","3.7989","34.5511","-999","-999",9,"3.584",2,"2.485",2
"18DL20200722",70,20200731,55.41988,-53.81362,"20.201","6.5033","34.3744","-999","-999",9,"3.498",2,"2.295",2
"18DL20200722",70,20200731,55.42,-53.8133,"3.114","10.7915","33.8655","33.867","124.9",4,"3.13",2,"2.051",2
"18DL20200722",74,20200731,55.61512,-53.63208,"2946.569","1.8465","34.8925","34.8912","293.3",2,"1.892",2,"1.961",2
"18DL20200722",74,20200731,55.61512,-53.63228,"2880.61","1.861","34.8928","-999","-999",9,"1.833",2,"1.971",2
"18DL20200722",74,20200731,55.61518,-53.63203,"2800.974","1.9465","34.8953","-999","-999",9,"1.772",2,"1.951",2
"18DL20200722",74,20200731,55.61524,-53.63185,"2689.114","2.2263","34.9025","-999","-999",9,"1.507",2,"1.833",2
"18DL20200722",74,20200731,55.61528,-53.63184,"2559.196","2.4513","34.9089","-999","-999",9,"1.514",2,"1.74",2
"18DL20200722",74,20200731,55.61524,-53.63154,"2418.477","2.6573","34.9151","-999","-999",9,"1.39",2,"1.672",2
"18DL20200722",74,20200731,55.61526,-53.63142,"2268.855","2.878","34.9165","-999","-999",9,"1.415",2,"1.717",2
"18DL20200722",74,20200731,55.61536,-53.63162,"2109.384","3.0502","34.917","-999","-999",9,"1.386",2,"1.731",2
"18DL20200722",74,20200731,55.61566,-53.63162,"1939.385","3.2769","34.9187","34.9177","278.5",2,"1.316",2,"1.716",2
"18DL20200722",74,20200731,55.61568,-53.63136,"1760.529","3.4169","34.9128","-999","-999",9,"1.579",2,"1.863",2
"18DL20200722",74,20200731,55.6157,-53.63144,"1570.213","3.3957","34.8902","-999","-999",9,"1.929",2,"2.044",2
"18DL20200722",74,20200731,55.6154,-53.6311,"1379.192","3.3832","34.8766","-999","-999",9,"2.214",2,"2.196",2
"18DL20200722",74,20200731,55.61522,-53.63104,"1178.949","3.4022","34.8706","-999","-999",9,"2.559",2,"2.219",2
"18DL20200722",74,20200731,55.61516,-53.63074,"989.802","3.4489","34.8697","-999","-999",9,"2.499",2,"2.234",2
"18DL20200722",74,20200731,55.61514,-53.63064,"809.639","3.4909","34.8629","-999","-999",9,"2.621",2,"2.218",2
"18DL20200722",74,20200731,55.61522,-53.63086,"640.263","3.4649","34.8436","-999","-999",9,"2.775",2,"2.262",2
"18DL20200722",74,20200731,55.61516,-53.63056,"490.081","3.495","34.835","-999","-999",9,"2.895",2,"2.245",2
"18DL20200722",74,20200731,55.61518,-53.6306,"349.766","3.5515","34.8193","-999","-999",9,"2.819",2,"2.256",2
"18DL20200722",74,20200731,55.61508,-53.63048,"220.752","3.6363","34.7921","-999","-999",9,"2.967",2,"2.268",2
"18DL20200722",74,20200731,55.61492,-53.63002,"99.655","3.599","34.6796","-999","-999",9,"3.151",2,"2.332",2
"18DL20200722",74,20200731,55.6148,-53.62962,"49.853","3.8815","34.5137","-999","-999",9,"3.413",2,"2.433",2
"18DL20200722",74,20200731,55.61464,-53.62919,"29.662","5.7351","34.4854","34.4951","351",2,"3.406",2,"2.364",2
"18DL20200722",74,20200731,55.6145,-53.62882,"10.234","10.906","34.3655","-999","-999",9,"2.823",2,"1.92",2
"18DL20200722",74,20200731,55.6144,-53.62862,"2.704","11.073","34.3656","34.3664","11.4",4,"2.852",2,"1.911",2
"18DL20200722",79,20200731,55.84566,-53.39382,"3162.098","1.9856","34.8958","34.8937","291.1",2,"1.885",2,"1.98",2
"18DL20200722",79,20200731,55.84582,-53.39397,"3099.783","2.0256","34.8972","-999","-999",9,"1.858",2,"1.909",2
"18DL20200722",79,20200731,55.84602,-53.39406,"3020.778","2.0989","34.8991","-999","-999",9,"1.794",2,"1.897",2
"18DL20200722",79,20200731,55.8461,-53.39438,"2900.041","2.3884","34.9106","-999","-999",9,"1.435",2,"1.662",2
"18DL20200722",79,20200731,55.84622,-53.39458,"2809.083","2.5532","34.9178","-999","-999",9,"1.357",2,"1.564",2
"18DL20200722",79,20200731,55.84644,-53.39462,"2690.243","2.6875","34.9172","-999","-999",9,"1.375",2,"1.645",2
"18DL20200722",79,20200731,55.84668,-53.39461,"2579.621","2.8229","34.9185","-999","-999",9,"1.342",2,"1.643",2
"18DL20200722",79,20200731,55.8469,-53.39484,"2409.361","2.9826","34.9229","-999","-999",9,"1.31",2,"1.612",2
"18DL20200722",79,20200731,55.84706,-53.3953,"2230.472","3.1724","34.9225","34.9224","278.4",2,"1.286",2,"1.642",2
"18DL20200722",79,20200731,55.8474,-53.39597,"2010.023","3.3451","34.9155","-999","-999",9,"1.597",2,"1.803",2
"18DL20200722",79,20200731,55.84774,-53.3967,"1789.852","3.4539","34.9053","-999","-999",9,"1.657",2,"1.877",2
"18DL20200722",79,20200731,55.84788,-53.3971,"1551.348","3.3748","34.8748","-999","-999",9,"2.281",2,"2.161",2
"18DL20200722",79,20200731,55.84814,-53.3974,"1309.571","3.3417","34.864","-999","-999",9,"2.503",2,"2.191",2
"18DL20200722",79,20200731,55.8483,-53.39802,"1090.764","3.2798","34.8501","-999","-999",9,"2.694",2,"2.258",2
"18DL20200722",79,20200731,55.84868,-53.39908,"888.317","3.2979","34.8473","-999","-999",9,"2.728",2,"2.256",2
"18DL20200722",79,20200731,55.84886,-53.39968,"709.648","3.44","34.857","-999","-999",9,"2.565",2,"2.223",2
"18DL20200722",79,20200731,55.8495,-53.40038,"400.051","3.4335","34.8245","-999","-999",9,"3.021",2,"2.254",2
"18DL20200722",79,20200731,55.84959,-53.40048,"288.826","3.5465","34.819","-999","-999",9,"2.779",2,"2.231",2
"18DL20200722",79,20200731,55.84988,-53.40084,"189.822","3.6458","34.7908","-999","-999",9,"2.985",2,"2.189",2
"18DL20200722",79,20200731,55.85014,-53.40127,"99.562","3.666","34.6998","-999","-999",9,"3.138",2,"2.28",2
"18DL20200722",79,20200731,55.85056,-53.4015,"50.399","4.1254","34.5967","-999","-999",9,"3.361",2,"2.38",2
"18DL20200722",79,20200731,55.85044,-53.4014,"24.772","5.2188","34.5326","34.5402","333.1",2,"3.257",2,"2.296",2
"18DL20200722",79,20200731,55.8505,-53.4014,"2.932","10.8259","34.4136","34.4149","293.2",2,"2.759",2,"1.885",2
"18DL20200722",83,20200801,56.12406,-53.13241,"3380.672","1.7736","34.8921","34.89","294.3",2,"2.032",2,"2.029",2
"18DL20200722",83,20200801,56.12382,-53.13312,"3299.838","1.8523","34.8933","-999","-999",9,"1.956",2,"2.028",2
"18DL20200722",83,20200801,56.12336,-53.13342,"3221.276","2.0516","34.8979","-999","-999",9,"1.708",2,"1.935",2
"18DL20200722",83,20200801,56.12254,-53.1323,"3000.735","2.578","34.917","-999","-999",9,"1.287",2,"1.549",2
"18DL20200722",83,20200801,56.12308,-53.13244,"2859.071","2.7734","34.9261","-999","-999",9,"1.137",2,"1.492",2
"18DL20200722",83,20200801,56.12362,-53.13284,"2699.793","2.9117","34.9259","-999","-999",9,"1.16",2,"1.528",2
"18DL20200722",83,20200801,56.12394,-53.13384,"2519.179","3.0703","34.9245","-999","-999",9,"1.195",2,"1.541",2
"18DL20200722",83,20200801,56.12444,-53.1349,"2319.352","3.2438","34.9249","34.9256","277.1",2,"1.13",2,"1.576",2
"18DL20200722",83,20200801,56.12524,-53.1354,"2098.093","3.426","34.9228","-999","-999",9,"1.186",2,"1.638",2
"18DL20200722",83,20200801,56.12516,-53.13677,"1879.05","3.4619","34.9037","-999","-999",9,"1.713",2,"1.915",2
"18DL20200722",83,20200801,56.12471,-53.13796,"1640.718","3.3707","34.8757","-999","-999",9,"2.172",2,"2.142",2
"18DL20200722",83,20200801,56.12514,-53.13951,"1399.855","3.3026","34.8599","-999","-999",9,"2.57",2,"2.236",2
"18DL20200722",83,20200801,56.12604,-53.1401,"1180.219","3.2672","34.8525","-999","-999",9,"2.6",2,"2.233",2
"18DL20200722",83,20200801,56.12608,-53.14142,"961.413","3.2434","34.8467","-999","-999",9,"2.628",2,"2.25",2
"18DL20200722",83,20200801,56.12572,-53.14258,"760.497","3.2452","34.8445","-999","-999",9,"2.719",2,"2.302",2
"18DL20200722",83,20200801,56.12674,-53.14408,"429.78","3.3211","34.8392","-999","-999",9,"2.859",2,"2.275",2
"18DL20200722",83,20200801,56.12714,-53.14488,"310.649","3.3583","34.83","-999","-999",9,"2.845",2,"2.28",2
"18DL20200722",83,20200801,56.12754,-53.14576,"200.951","3.3282","34.8116","-999","-999",9,"2.901",2,"2.279",2
"18DL20200722",83,20200801,56.12796,-53.14646,"99.992","3.5846","34.7873","-999","-999",9,"3.133",2,"2.294",2
"18DL20200722",83,20200801,56.12832,-53.14718,"50.588","4.1648","34.6867","-999","-999",9,"3.351",2,"2.398",2
"18DL20200722",83,20200801,56.12856,-53.14808,"24.401","7.8133","34.5897","34.5357","304.2",2,"2.889",2,"1.967",2
"18DL20200722",83,20200801,56.1289,-53.14899,"2.982","12.0665","34.493","34.4986","283.5",2,"2.781",2,"1.822",2
"18DL20200722",88,20200801,56.5417,-52.6869,"3535.004","1.7624","34.8909","34.8891","296.7",2,"2.123",2,"2.034",2
"18DL20200722",88,20200801,56.54236,-52.687,"3456.755","1.8932","34.8941","-999","-999",9,"1.897",2,"1.99",2
"18DL20200722",88,20200801,56.543,-52.6869,"3397.192","2.0019","34.8972","-999","-999",9,"1.825",2,"1.924",2
"18DL20200722",88,20200801,56.54373,-52.68672,"3277.521","2.2278","34.9051","-999","-999",9,"1.525",2,"1.745",2
"18DL20200722",88,20200801,56.5445,-52.68658,"3156.528","2.4321","34.9118","-999","-999",9,"1.393",2,"1.604",2
"18DL20200722",88,20200801,56.5448,-52.68716,"3038.277","2.6135","34.9181","-999","-999",9,"1.224",2,"1.546",2
"18DL20200722",88,20200801,56.54367,-52.68839,"2865.772","2.8229","34.9243","-999","-999",9,"1.124",2,"1.518",2
"18DL20200722",88,20200801,56.54364,-52.68906,"2661.749","2.9948","34.9248","-999","-999",9,"1.171",2,"1.513",2
"18DL20200722",88,20200801,56.54362,-52.69044,"2439.751","3.1779","34.9226","-999","-999",9,"1.369",2,"1.633",2
"18DL20200722",88,20200801,56.54406,-52.69225,"2209.374","3.3654","34.9205","34.9188","278.2",2,"1.422",2,"1.732",2
"18DL20200722",88,20200801,56.54328,-52.69387,"1972.225","3.4741","34.9087","-999","-999",9,"1.592",2,"1.854",2
"18DL20200722",88,20200801,56.54378,-52.69511,"1729.281","3.3715","34.8758","-999","-999",9,"2.262",2,"2.142",2
"18DL20200722",88,20200801,56.54416,-52.69694,"1498.961","3.3009","34.86","-999","-999",9,"2.62",2,"2.241",2
"18DL20200722",88,20200801,56.54416,-52.69928,"1281.355","3.2628","34.8513","-999","-999",9,"2.763",2,"2.229",2
"18DL20200722",88,20200801,56.54458,-52.70101,"1070.519","3.2666","34.8502","-999","-999",9,"2.785",2,"2.259",2
"18DL20200722",88,20200801,56.5446,-52.70254,"871.469","3.2713","34.8481","-999","-999",9,"2.802",2,"2.276",2
"18DL20200722",88,20200801,56.54428,-52.70328,"510.491","3.4007","34.8481","-999","-999",9,"2.869",2,"2.275",2
"18DL20200722",88,20200801,56.54428,-52.7036,"360.131","3.4595","34.8375","-999","-999",9,"2.922",2,"2.241",2
"18DL20200722",88,20200801,56.54468,-52.70384,"219.739","3.6578","34.8278","-999","-999",9,"3.098",2,"2.257",2
"18DL20200722",88,20200801,56.54486,-52.70375,"99.159","3.817","34.7546","-999","-999",9,"3.155",2,"2.304",2
"18DL20200722",88,20200801,56.54498,-52.70384,"59.673","4.0711","34.681","-999","-999",9,"3.469",2,"2.386",2
"18DL20200722",88,20200801,56.54522,-52.70424,"24.758","7.7734","34.5109","34.5137","310.3",2,"3.142",2,"2.13",2
"18DL20200722",88,20200801,56.54539,-52.70482,"3.005","10.0757","34.4466","34.4466","293.7",2,"2.982",2,"1.948",2
"18DL20200722",93,20200801,56.96202,-52.2447,"3561.735","1.7845","34.8919","34.8908","293.4",2,"2.155",2,"2.05",2
"18DL20200722",93,20200801,56.96194,-52.2452,"3491.541","1.8509","34.8938","-999","-999",9,"2.028",2,"2.016",2
"18DL20200722",93,20200801,56.96202,-52.24466,"3401.822","2.1145","34.9016","-999","-999",9,"1.719",2,"1.868",2
"18DL20200722",93,20200801,56.9619,-52.24414,"3290.544","2.3444","34.9085","33.836","-999",9,"1.381",2,"1.629",2
"18DL20200722",93,20200801,56.96226,-52.24448,"3169.509","2.5412","34.9157","-999","-999",9,"1.328",2,"1.549",2
"18DL20200722",93,20200801,56.96305,-52.24516,"3028.278","2.705","34.9221","-999","-999",9,"1.128",2,"1.512",2
"18DL20200722",93,20200801,56.96302,-52.24597,"2870.983","2.8545","34.925","-999","-999",9,"1.263",2,"1.499",2
"18DL20200722",93,20200801,56.96266,-52.24612,"2679.516","3.009","34.9228","-999","-999",9,"1.314",2,"1.574",2
"18DL20200722",93,20200801,56.96276,-52.24614,"2469.663","3.1787","34.9233","-999","-999",9,"1.354",2,"1.623",2
"18DL20200722",93,20200801,56.96268,-52.24668,"2249.178","3.3462","34.9222","34.9213","277.4",2,"1.361",2,"1.674",2
"18DL20200722",93,20200801,56.96316,-52.24748,"2009.931","3.4716","34.9117","-999","-999",9,"1.582",2,"1.848",2
"18DL20200722",93,20200801,56.96362,-52.24774,"1770.295","3.3808","34.8793","-999","-999",9,"2.294",2,"2.124",2
"18DL20200722",93,20200801,56.96438,-52.24769,"1530.062","3.3182","34.8631","-999","-999",9,"2.537",2,"2.193",2
"18DL20200722",93,20200801,56.96478,-52.24808,"1291.011","3.2752","34.8544","-999","-999",9,"2.565",2,"2.237",2
"18DL20200722",93,20200801,56.96518,-52.24772,"1069.32","3.2637","34.8506","-999","-999",9,"2.629",2,"2.239",2
"18DL20200722",93,20200801,56.96554,-52.24776,"870.109","3.2739","34.8493","-999","-999",9,"2.861",2,"2.274",2
"18DL20200722",93,20200801,56.96586,-52.24805,"680.48","3.2874","34.8452","-999","-999",9,"2.865",2,"2.27",2
"18DL20200722",93,20200801,56.9661,-52.24838,"509.969","3.3357","34.8411","-999","-999",9,"2.841",2,"2.283",2
"18DL20200722",93,20200801,56.96646,-52.24836,"359.912","3.4014","34.8344","-999","-999",9,"2.844",2,"2.289",2
"18DL20200722",93,20200801,56.96688,-52.24844,"220.602","3.6459","34.8358","-999","-999",9,"3.054",2,"2.245",2
"18DL20200722",93,20200801,56.967,-52.24878,"100.215","3.8358","34.7809","-999","-999",9,"3.196",2,"2.309",2
"18DL20200722",93,20200801,56.96718,-52.24882,"49.85","4.199","34.6676","-999","-999",9,"3.468",2,"2.391",2
"18DL20200722",93,20200801,56.96737,-52.24886,"25.104","5.3768","34.5972","34.6018","327.1",2,"3.488",2,"2.443",2
"18DL20200722",93,20200801,56.96769,-52.2488,"3.15","11.2601","34.4277","34.4279","284.2",2,"2.829",2,"1.841",2
"18DL20200722",99,20200802,57.38052,-51.79694,"3581.183","1.8661","34.8936","34.8933","293.3",2,"1.957",2,"2.022",2
"18DL20200722",99,20200802,57.38097,-51.79658,"3499.712","1.938","34.8957","-999","-999",9,"1.829",2,"1.973",2
"18DL20200722",99,20200802,57.38112,-51.79657,"3411.302","2.1806","34.9028","-999","-999",9,"1.657",2,"1.8",2
"18DL20200722",99,20200802,57.3817,-51.79763,"3300.496","2.3918","34.9091","-999","-999",9,"1.37",2,"1.661",2
"18DL20200722",99,20200802,57.38262,-51.79898,"3179.662","2.5963","34.9171","-999","-999",9,"1.315",2,"1.545",2
"18DL20200722",99,20200802,57.3838,-51.79996,"3039.261","2.7662","34.9228","-999","-999",9,"1.27",2,"1.52",2
"18DL20200722",99,20200802,57.38421,-51.80081,"2882.098","2.9142","34.9238","-999","-999",9,"1.29",2,"1.54",2
"18DL20200722",99,20200802,57.38402,-51.80168,"2690.737","3.0784","34.923","-999","-999",9,"1.326",2,"1.546",2
"18DL20200722",99,20200802,57.3843,-51.802,"2481.107","3.2527","34.9221","34.9218","277.6",2,"1.221",2,"1.637",2
