"EXPOCODE","STNNBR","DATE","year","latitude","longitude","PrDM","sf6_obs","Gamma","Delta","sf6_model","error","converged"
1828,161,20200807,2020,59.99248,-50.49996,1549.451,2.559,17.1916108705901,17.1914439914322,1.80911502194545,0.56232748031188,FALSE
1829,161,20200807,2020,59.99216,-50.50016,1310.025,2.745,18.156431739637,18.155669219355,1.7736231075919,0.943573067104424,FALSE
1830,161,20200807,2020,59.9916,-50.50068,1089.801,2.832,18.2588175769057,18.2578894572599,1.7708262326557,1.1260897644997,FALSE
1831,161,20200807,2020,59.99094,-50.50157,889.912,2.837,18.3807489638972,18.3807372340005,1.75729860613299,1.16575509991836,FALSE
1832,161,20200807,2020,59.99032,-50.50235,710.037,2.894,18.6091935842439,18.6078981201249,1.74230246237184,1.32640721817876,FALSE
1833,161,20200807,2020,59.98982,-50.50282,551.315,2.818,18.6926305385724,18.6914062507151,1.71645934356009,1.21339181779007,FALSE
1834,161,20200807,2020,59.98958,-50.50306,400.287,2.677,18.1271622227267,18.1265754031985,1.69704533119504,0.96031115291263,FALSE
1835,161,20200807,2020,59.98928,-50.5034,289.909,2.481,17.7217343771961,17.7180389257071,1.68148268411444,0.639227938400846,FALSE
1836,161,20200807,2020,59.98882,-50.504,189.424,2.764,18.8216313359003,18.8189854403838,1.60386131215669,1.3459217750308,FALSE
1837,161,20200807,2020,59.98842,-50.50458,99.976,2.893,19.4651796286515,19.4642073366938,1.53236215822394,1.85133533647303,FALSE
1838,161,20200807,2020,59.98802,-50.50519,50.069,3.022,18.6902569915064,18.690101941509,1.48636468359241,2.35817582499824,FALSE
1839,161,20200807,2020,59.98774,-50.5056,24.359,3.11,17.2595099813045,17.2595006506149,1.46433135534305,2.70822528800705,FALSE
1840,161,20200807,2020,59.98748,-50.50596,2.62,3.062,17.1003066319232,17.0982076994803,1.43954037737612,2.63237522704481,FALSE
1841,166,20200807,2020,59.99926,-52.40008,3404.582,2.376,15.6847052215584,15.6843654523839,2.02194568472403,0.125354458165538,FALSE
1842,166,20200807,2020,59.99894,-52.40016,3379.128,2.182,14.2160943950381,14.2156894536002,2.08925157568213,0.00860227021344716,FALSE
1843,166,20200807,2020,59.99834,-52.39958,3298.743,1.979,15.7343031369353,15.065030487104,1.97899999936787,3.99585127565013e-19,TRUE
1844,166,20200807,2020,59.998,-52.39998,3198.862,1.737,18.5611538541345,14.5180488271748,1.73699999933512,4.42069748843338e-19,TRUE
1845,166,20200807,2020,59.99756,-52.40046,3082.013,1.604,20.0551563704932,14.1447758437684,1.60399999930465,4.83515327800813e-19,TRUE
