,match_year,Year,SF6NH,X.1,X,MeanTemp,MeanSal,MeanSal_filled,MeanTemp_filled,temp_was_na,sal_was_na
355,2020.958333,2021,10.616,816,12,3.524481482,34.67991864,34.67991864,3.524481482,FALSE,FALSE
356,2021.041667,2021.083333,10.647,817,13,3.256340751,34.69160405,34.69160405,3.256340751,FALSE,FALSE
357,2021.208333,2021.166667,10.674,819,15,3.318879999,34.78184346,34.78184346,3.318879999,FALSE,FALSE
358,2021.208333,2021.25,10.72,819,15,3.318879999,34.78184346,34.78184346,3.318879999,FALSE,FALSE
359,2021.291667,2021.333333,10.767,820,16,3.681107686,34.78478153,34.78478153,3.681107686,FALSE,FALSE
360,2021.458333,2021.416667,10.811,822,18,6.225620846,34.59979693,34.59979693,6.225620846,FALSE,FALSE
361,2021.458333,2021.5,10.835,822,18,6.225620846,34.59979693,34.59979693,6.225620846,FALSE,FALSE
362,2021.541667,2021.583333,10.851,823,19,7.726500002,34.50439748,34.50439748,7.726500002,FALSE,FALSE
363,2021.708333,2021.666667,10.873,825,21,9.233527184,34.4088726,34.4088726,9.233527184,FALSE,FALSE
364,2021.708333,2021.75,10.922,825,21,9.233527184,34.4088726,34.4088726,9.233527184,FALSE,FALSE
365,2021.791667,2021.833333,10.962,826,22,7.064500003,34.46268976,34.46268976,7.064500003,FALSE,FALSE
366,2021.958333,2021.916667,11.007,828,24,4.100619055,34.63609514,34.63609514,4.100619055,FALSE,FALSE
367,2021.958333,2022,11.048,828,24,4.100619055,34.63609514,34.63609514,4.100619055,FALSE,FALSE
368,2022.041667,2022.083333,11.078,829,25,3.545368408,34.70305272,34.70305272,3.545368408,FALSE,FALSE
369,2022.208333,2022.166667,11.091,831,27,3.172058835,34.7966883,34.7966883,3.172058835,FALSE,FALSE
370,2022.208333,2022.25,11.131,831,27,3.172058835,34.7966883,34.7966883,3.172058835,FALSE,FALSE
371,2022.291667,2022.333333,11.172,832,28,2.957733329,34.67080053,34.67080053,2.957733329,FALSE,FALSE
372,2022.458333,2022.416667,11.216,834,30,5.163205883,34.53067667,34.53067667,5.163205883,FALSE,FALSE
373,2022.458333,2022.5,11.242,834,30,5.163205883,34.53067667,34.53067667,5.163205883,FALSE,FALSE
374,2022.541667,2022.583333,11.25,835,31,7.839849973,34.44390049,34.44390049,7.839849973,FALSE,FALSE
375,2022.708333,2022.666667,11.254,837,33,10.06636359,34.26609074,34.26609074,10.06636359,FALSE,FALSE
376,2022.708333,2022.75,11.282,837,33,10.06636359,34.26609074,34.26609074,10.06636359,FALSE,FALSE
377,2022.791667,2022.833333,11.337,838,34,7.561642828,34.29233424,34.29233424,7.561642828,FALSE,FALSE
378,2022.958333,2022.916667,11.383,840,36,3.725389653,34.57924205,34.57924205,3.725389653,FALSE,FALSE
379,2022.958333,2023,11.412,840,36,3.725389653,34.57924205,34.57924205,3.725389653,FALSE,FALSE
380,2023.041667,2023.083333,11.429,841,37,3.328682142,34.64860739,34.64860739,3.328682142,FALSE,FALSE
381,2023.208333,2023.166667,11.439,843,39,3.142604535,34.75909441,34.75909441,3.142604535,FALSE,FALSE
382,2023.208333,2023.25,11.477,843,39,3.142604535,34.75909441,34.75909441,3.142604535,FALSE,FALSE
383,2023.291667,2023.333333,11.538,844,40,3.406923074,34.72453983,34.72453983,3.406923074,FALSE,FALSE
384,2023.458333,2023.416667,11.62,846,42,5.886400127,34.7010025,34.7010025,5.886400127,FALSE,FALSE
385,2023.458333,2023.5,11.656,846,42,5.886400127,34.7010025,34.7010025,5.886400127,FALSE,FALSE
386,2023.541667,2023.583333,11.661,847,43,9.514153957,34.33130881,34.33130881,9.514153957,FALSE,FALSE
387,2023.708333,2023.666667,11.665,849,45,9.996241808,34.42308331,34.42308331,9.996241808,FALSE,FALSE
388,2023.708333,2023.75,11.7,849,45,9.996241808,34.42308331,34.42308331,9.996241808,FALSE,FALSE
389,2023.791667,2023.833333,11.739,850,46,8.051094167,34.3713527,34.3713527,8.051094167,FALSE,FALSE
390,2023.958333,2023.916667,11.813,852,48,3.963675724,34.6108651,34.6108651,3.963675724,FALSE,FALSE
391,2023.958333,2024,11.836,852,48,3.963675724,34.6108651,34.6108651,3.963675724,FALSE,FALSE
392,2024.041667,2024.083333,11.859,853,49,3.398334783,34.65287018,34.65287018,3.398334783,FALSE,FALSE
