"EXPOCODE","STNNBR","DATE","year","latitude","longitude","PrDM","sf6_obs","Gamma","Delta","sf6_model","error","converged"
1435,79,20200731,2020,55.8505,-53.4014,2.932,2.759,17.0439217649298,17.0433861873442,2.16604164558074,0.351599610075602,FALSE
1436,83,20200801,2020,56.12406,-53.13241,3380.672,2.032,17.8270977168052,14.9801977376125,2.03199999912313,7.68897334419094e-19,TRUE
1437,83,20200801,2020,56.12382,-53.13312,3299.838,1.956,18.6734608405334,14.7602402985421,1.95599999910096,8.08270841890968e-19,TRUE
1438,83,20200801,2020,56.12336,-53.13342,3221.276,1.708,21.6516087274757,14.2422835239726,1.70799999908125,8.44108026302831e-19,TRUE
1440,83,20200801,2020,56.12254,-53.1323,3000.735,1.287,26.5030834256995,11.8379665111694,1.28699999916701,6.93871062537176e-19,TRUE
1441,83,20200801,2020,56.12308,-53.13244,2859.071,1.137,28.3787247896181,10.8738491178581,1.1369999994937,2.56338904999973e-19,TRUE
1442,83,20200801,2020,56.12362,-53.13284,2699.793,1.16,28.0866447984806,11.0272435514221,1.16000000034304,1.17677840671667e-19,TRUE
1443,83,20200801,2020,56.12394,-53.13384,2519.179,1.195,27.645234663539,11.2567494286088,1.19500000618963,3.83114993018267e-17,TRUE
1444,83,20200801,2020,56.12444,-53.1349,2319.352,1.13,28.4679311262965,10.8267556117829,1.12999999939252,3.69033919321322e-19,TRUE
1445,83,20200801,2020,56.12524,-53.1354,2098.093,1.186,27.7583840915141,11.1981830307627,1.1860000037234,1.38636945756386e-17,TRUE
1446,83,20200801,2020,56.12516,-53.13677,1879.05,1.713,21.5979375035045,14.2706667714213,1.7129999990696,8.65647840077292e-19,TRUE
1447,83,20200801,2020,56.12471,-53.13796,1640.718,2.172,16.2864082525768,15.3354002940245,2.17199999763898,5.57442928881823e-18,TRUE
1448,83,20200801,2020,56.12514,-53.13951,1399.855,2.57,15.9084638550899,15.9081026038747,2.22313429033586,0.120315820540806,FALSE
1449,83,20200801,2020,56.12604,-53.1401,1180.219,2.6,16.5713550977578,16.5711933502166,2.18945220113756,0.168549495150797,FALSE
1450,83,20200801,2020,56.12608,-53.14142,961.413,2.628,16.2023091954359,16.2011422313833,2.20804657845377,0.17636087626839,FALSE
1451,83,20200801,2020,56.12572,-53.14258,760.497,2.719,16.818104941653,16.8177892110564,2.17716702469949,0.293582973123008,FALSE
1453,83,20200801,2020,56.12674,-53.14408,429.78,2.859,17.1955889018298,17.1955530997611,2.15865435224687,0.490484026326745,FALSE
1454,83,20200801,2020,56.12714,-53.14488,310.649,2.845,17.2741304050708,17.2589065025672,2.15433769308575,0.477014422192114,FALSE
1455,83,20200801,2020,56.12754,-53.14576,200.951,2.901,17.3299121084536,17.3289672114852,2.15210921074414,0.56083741423227,FALSE
1456,83,20200801,2020,56.12796,-53.14646,99.992,3.133,18.571686693263,18.5711959127589,2.09369966852793,1.08014517899796,FALSE
1457,83,20200801,2020,56.12832,-53.14718,50.588,3.351,19.2376098609507,19.2373201308709,2.06365402149425,1.65725966837494,FALSE
1458,83,20200801,2020,56.12856,-53.14808,24.401,2.889,17.3457407297236,17.3448867249953,2.15134706677275,0.544131849898772,FALSE
1459,83,20200801,2020,56.1289,-53.14899,2.982,2.781,16.5924338610924,16.5921180299628,2.18839264424244,0.35118347809797,FALSE
1460,88,20200801,2020,56.5417,-52.6869,3535.004,2.123,16.8269462787047,15.2277614193246,2.12299999915673,7.11101874549427e-19,TRUE
1461,88,20200801,2020,56.54236,-52.687,3456.755,1.897,19.3349860588774,14.5743222937639,1.89699999908742,8.32801061695494e-19,TRUE
1462,88,20200801,2020,56.543,-52.6869,3397.192,1.825,20.1477828113918,14.3293824268128,1.82499999907911,8.48043765460304e-19,TRUE
1463,88,20200801,2020,56.54373,-52.68672,3277.521,1.525,23.6804926417338,13.2205367960176,1.52499995142113,2.35990618267563e-15,TRUE
1464,88,20200801,2020,56.5445,-52.68658,3156.528,1.393,25.2212813821084,12.4711258178869,1.39299999796707,4.1328163105021e-18,TRUE
1465,88,20200801,2020,56.5448,-52.68716,3038.277,1.224,27.2823393457247,11.4433658704322,1.22400002435411,5.93122730987233e-16,TRUE
1466,88,20200801,2020,56.54367,-52.68839,2865.772,1.124,28.544508890178,10.7862376306202,1.12399999933556,4.41474985052904e-19,TRUE
1467,88,20200801,2020,56.54364,-52.68906,2661.749,1.171,27.9475153763722,11.0998819139847,1.171000001292,1.66927448923354e-18,TRUE
1468,88,20200801,2020,56.54362,-52.69044,2439.751,1.369,25.5081676703062,12.3308201764347,1.36899999866935,1.7706419240853e-18,TRUE
1469,88,20200801,2020,56.54406,-52.69225,2209.374,1.422,24.8773250007681,12.638637122419,1.4219999960037,1.59704222248466e-17,TRUE
1470,88,20200801,2020,56.54328,-52.69387,1972.225,1.592,22.9233048352795,13.5935383886121,1.59199999915354,7.16489291291732e-19,TRUE
1471,88,20200801,2020,56.54378,-52.69511,1729.281,2.262,15.5298300567422,15.5292969472397,2.24284263880042,0.00036700448813105,FALSE
