"","STNNBR","SAMPNO","CTDPRS","CTDTMP","CTDSAL","OXYGEN_mlperl","OXYGEN_umolperkg"
"630",149,433656,1088.436,6.4316,6.6852,6.793,300.251249771735
"631",149,433657,967.202,6.4301,6.6847,6.793,300.421429805715
"632",149,433658,851.071,6.4328,6.6766,6.78,300.011659490921
"633",149,433659,730.027,6.4294,6.6875,6.777,300.046951250067
"634",149,433660,611.662,6.4419,6.714,6.792,300.872998039885
"635",149,433661,488.516,6.5242,6.7786,6.85,303.605543440007
"636",149,433662,371.02,6.4838,6.7456,6.811,302.052096946897
"637",149,433663,250.682,6.5372,6.8181,6.871,304.871219591468
"638",150,433664,3350.443,6.4293,6.6141,6.878,300.921504850697
"639",150,433665,3199.051,6.3574,6.5404,6.793,297.415144589874
"640",150,433666,2849.883,6.1203,6.2806,6.45,282.883846990521
"641",150,433667,2499.437,6.0593,6.2595,6.454,283.508026714676
"642",150,433668,2248.164,6.0338,6.2333,6.356,279.525886798378
"643",150,433669,1931.105,5.9804,6.1841,6.363,280.247884131009
"644",150,433670,1797.475,5.9756,6.1926,6.344,279.580548243723
"645",150,433671,1691.175,5.9707,6.1949,6.341,279.584513309401
"646",150,433672,1570.425,6.1952,6.4382,6.576,290.059490301795
"647",150,433673,1452.131,6.4201,6.6622,6.822,301.029279409991
"648",150,433674,1329.557,6.4477,6.6923,6.828,301.458834195285
"649",150,433675,1215.142,6.4608,6.7077,6.833,301.83663827586
"650",150,433676,1091.226,6.466,6.7148,6.862,303.291072122929
"651",150,433677,972.5,6.459,6.7042,6.844,302.665567754107
"652",150,433678,851.539,6.4788,6.7303,6.85,303.096969390859
"653",150,433679,733.304,6.4841,6.7477,6.891,305.076555287135
"654",150,433680,610.463,6.4924,6.7546,6.853,303.568461227185
"655",150,433681,491.148,6.5004,6.772,6.863,304.178985007846
"656",150,433682,371.966,6.5142,6.7932,6.878,305.011343290139
"657",150,433683,251.438,6.5564,6.8219,6.901,306.200718573485
"658",165,433684,3565.105,6.4271,6.6154,6.861,299.894036871275
"659",165,433685,3501.799,6.4043,6.5731,6.873,300.510618795784
"660",165,433686,3428.578,6.3717,6.557,6.795,297.198170618863
"661",165,433687,3320.822,6.2724,6.4548,6.697,293.069637939323
"662",165,433688,3201.322,6.1567,6.3351,6.56,287.247676184761
"663",165,433689,3060.602,6.0882,6.2747,6.491,284.414545325097
"664",165,433690,2900.843,6.0715,6.251,6.44,282.385541455198
"665",165,433691,2710.618,6.0649,6.244,6.454,283.242029535699
"666",165,433692,2501.868,6.0275,6.2282,6.404,281.314237022763
"667",165,433693,2268.839,6.0044,6.1933,6.384,280.738567973699
"668",165,433694,2021.191,5.9714,6.1797,6.354,279.736812675946
"669",165,433695,1769.942,6.4423,6.6754,6.829,300.89520848087
"670",165,433696,1529.952,6.4942,6.7329,6.862,302.671273489013
"671",165,433697,1290.122,6.4899,6.7303,6.846,302.301142061849
"672",165,433698,1069.896,6.4858,6.739,6.845,302.564656821209
"673",165,433699,872.28,6.5,6.7622,6.847,302.927799713128
"674",165,433700,680.166,6.5004,6.7576,6.811,301.608318320083
"675",165,433701,509.208,6.5219,6.7787,6.842,303.221204081667
"676",165,433702,359.832,6.5561,6.8224,6.863,304.35763811227
"677",165,433703,222.742,6.527,6.8262,6.848,303.889008417133
"678",165,433704,100.963,7.0527,7.3697,7.409,328.847090185972
"679",165,433705,50.638,7.0795,7.3883,7.595,337.179218877244
"680",165,433706,26.381,7.0835,7.4167,7.412,329.085800798964
"681",165,433707,2.563,7.1243,7.4447,7.432,330.004983079848
"682",171,433708,997.386,6.504,6.7607,NA,NA
"683",171,433709,500.449,6.5388,6.8054,NA,NA
"684",171,433710,197.553,6.7007,6.9908,NA,NA
"685",171,433711,151.292,6.8407,7.1356,NA,NA
"686",171,433712,98.78,6.9421,7.2388,NA,NA
"687",171,433713,80.403,6.989,7.2924,NA,NA
"688",171,433714,59.368,7.1577,7.4599,NA,NA
"689",171,433715,59.56,7.1456,7.4766,NA,NA
"690",171,433716,59.992,7.1513,7.4553,NA,NA
"691",171,433717,48.312,7.1808,7.5021,NA,NA
"692",171,433718,39.845,7.2028,7.5159,NA,NA
"693",171,433719,38.543,7.2042,7.5196,NA,NA
"694",171,433720,30.07,7.1857,7.5071,NA,NA
"695",171,433721,29.989,7.2059,7.5215,NA,NA
"696",171,433722,30.558,7.1983,7.5156,NA,NA
"697",171,433723,30.718,7.2031,7.5238,NA,NA
"698",171,433724,19.908,7.2098,7.5169,NA,NA
"699",171,433725,20.492,7.202,7.5097,NA,NA
"700",171,433726,9.63,7.2008,7.5183,NA,NA
"701",171,433727,9.125,7.2043,7.5253,NA,NA
"702",171,433728,4.344,7.2752,7.5926,NA,NA
"703",171,433729,4.115,7.2716,7.5889,NA,NA
"704",171,433730,4.008,7.2717,7.5958,NA,NA
"705",171,433731,4.61,7.2703,7.6013,NA,NA
"706",180,433732,3601.006,6.4161,6.5989,6.889,301.073751287716
"707",180,433733,3521.468,6.3798,6.5475,6.834,298.784286899211
"708",180,433734,3430.145,6.3382,6.4898,6.758,295.591336738942
"709",180,433735,3320.248,6.2638,6.4402,6.672,291.97920495282
"710",180,433736,3199.379,6.1558,6.3222,6.558,287.165320388499
"711",180,433737,3056.94,6.0889,6.2669,6.494,284.552328023777
"712",180,433738,2901.756,6.0628,6.2502,6.455,283.041990626058
"713",180,433739,2746.867,6.0138,6.2095,6.416,281.534183324758
"714",180,433740,2528.327,6.0082,6.1987,6.386,280.495690282297
"715",180,433741,2269.933,5.9793,6.1813,6.343,278.935997862184
"716",180,433742,2017.339,5.9544,6.1603,6.318,278.160446973164
"717",180,433743,1769.008,6.4111,6.6481,6.798,299.535897057973
"718",180,433744,1538.686,6.4736,6.719,6.85,302.132428500403
"719",180,433745,1288.853,6.4853,6.7229,6.876,303.629251222469
"720",180,433746,1069.781,6.5224,6.7654,6.881,304.150858425729
"721",180,433747,871.653,6.5172,6.7639,6.867,303.813562243725
"722",180,433748,679.3,6.5741,6.8289,6.911,306.022621860139
"723",180,433749,507.362,6.5408,6.7972,6.861,304.061935252039
"724",180,433750,360.454,6.5731,6.8323,6.934,307.503399192378
"725",180,433751,218.851,6.5587,6.8352,6.886,305.579457370153
"726",180,433752,100.477,6.6371,6.9163,6.932,307.776606691563
"727",180,433753,48.302,6.925,7.2303,7.245,321.680870266165
"728",180,433754,24.687,7.1239,7.4334,7.465,331.438237345807
"729",180,433755,4.493,7.1924,7.4946,7.513,333.587167016544
"730",191,433756,3684.61,6.3988,6.5672,6.863,299.834004231214
"731",191,433757,3586.892,6.3947,6.5767,6.835,298.736302895432
"732",191,433758,3492.076,6.363,6.5251,6.79,296.903231694623
"733",191,433759,3379.479,6.2706,6.4457,6.693,292.820671151836
"734",191,433760,3251.807,6.1624,6.3369,6.567,287.48967927458
"735",191,433761,3123.042,6.0645,6.246,6.481,283.902780588384
"736",191,433762,2940.936,6.0842,6.2658,6.488,284.436587676713
"737",191,433763,2740.293,6.0464,6.2405,6.448,282.941146298156
"738",191,433764,2522.174,6.0055,6.1944,6.396,280.943559181126
"739",191,433765,2290.786,5.9902,6.183,6.36,279.657049689076
"740",191,433766,1998.104,5.965,6.1742,6.339,279.10689648461
"741",191,433767,1710.731,6.4176,6.6604,6.823,300.715240137264
"742",191,433768,1519.221,6.4631,6.7053,6.862,302.691756613073
"743",191,433769,1301.108,6.4871,6.739,6.877,303.652438664688
"744",191,433770,1072.297,6.5239,6.7716,6.887,304.411079694436
"745",191,433771,870.887,6.4962,6.7456,6.847,302.933574415933
"746",191,433772,680.155,6.4998,6.7663,6.863,303.908961426078
"747",191,433773,511.63,6.5135,6.793,6.869,304.410724617008
"748",191,433774,360.777,6.5416,6.8022,6.854,303.961626239395
"749",191,433775,221.765,6.6162,6.883,6.931,307.561839299096
"750",191,433776,100.483,6.6765,6.9561,6.991,310.387289152805
"751",191,433777,51.389,7.0617,7.364,7.422,329.503564203243
"752",191,433778,24.807,7.2953,7.6238,7.641,339.206004640468
"753",191,433779,3.529,7.339,7.6866,7.692,341.488996433469
"754",196,433780,1920.043,5.9619,6.1728,6.332,278.898584094508
"755",196,433781,1781.355,6.0217,6.2388,6.389,281.575846470983
"756",196,433782,1638.732,6.1279,6.3577,6.519,287.470630901804
"757",196,433783,1500.109,6.3381,6.5778,NA,NA
"758",196,433784,1500.588,6.3392,6.5804,6.715,296.257793917025
"759",196,433785,1359.391,6.3589,6.603,6.731,297.153164660914
"760",196,433786,1221.934,6.3494,6.612,6.727,297.163881100517
"761",196,433787,1081.094,6.3928,6.6363,6.755,298.592161051524
"762",196,433788,940.912,6.4269,6.6788,6.793,300.459691153962
"763",196,433789,799.107,6.4644,6.7297,6.823,301.976395325682
"764",196,433790,671.67,6.484,6.752,6.825,302.241310131051
"765",196,433791,539.773,6.4514,6.7215,NA,NA
"766",196,433792,540.13,6.4602,6.726,NA,NA
"767",196,433793,541.839,6.4557,6.716,NA,NA
"768",196,433794,539.972,6.4571,6.7233,6.796,301.150339734087
"769",196,433795,410.978,6.5503,6.8249,6.882,305.125477206323
"770",196,433796,281.386,6.5304,6.8253,6.888,305.579009653013
"771",196,433797,150.449,6.6193,6.9053,6.945,308.282554476093
"772",196,433798,21.824,7.2696,7.5844,NA,NA
"773",196,433799,21.341,7.2772,7.5887,NA,NA
"774",196,433800,20.645,7.2523,7.5827,NA,NA
"775",196,433801,21.298,7.2649,7.5819,NA,NA
"776",196,433802,21.55,7.2593,7.5838,NA,NA
"777",196,433803,21.219,7.2431,7.5806,NA,NA
"778",203,433804,3589.97,6.3841,6.5587,6.847,299.260320707099
"779",203,433805,3500.083,6.3656,6.5344,6.823,298.333739173639
"780",203,433806,3411.621,6.2757,6.4458,6.725,294.179153259383
"781",203,433807,3299.363,6.1913,6.3667,6.626,290.006137446518
"782",203,433808,3178.661,6.1023,6.2616,6.454,282.648218290318
"783",203,433809,3040.711,6.0418,6.2174,6.445,282.434542368176
"784",203,433810,2879.604,6.0488,6.2309,6.458,283.205231650072
"785",203,433811,2690.305,6.0043,6.2098,6.405,281.122553674124
"786",203,433812,2479.723,5.9815,6.1782,6.376,280.1214661138
"787",203,433813,2251.123,5.9637,6.1577,6.339,278.788473914821
"788",203,433814,2009.143,6.3347,6.5654,6.754,297.286913772755
"789",203,433815,1770.529,6.4609,6.6894,6.867,302.566058191104
"790",203,433816,1530.85,6.4529,6.6906,6.844,301.884667536731
"791",203,433817,1290.543,6.5112,6.7525,6.896,304.503803366653
"792",203,433818,1069.599,6.5361,6.7936,NA,NA
"793",203,433819,868.209,6.5664,6.8192,6.916,305.974521064494
"794",203,433820,681.046,6.5663,6.8158,6.911,306.023030692397
"795",203,433821,513.928,6.5674,6.8202,6.898,305.68731203865
"796",203,433822,360.85,6.5821,6.8381,6.91,306.437296929369
"797",203,433823,223.044,6.5898,6.8669,6.934,307.696418461612
"798",203,433824,100.464,6.67,6.9434,6.985,310.123876977194
"799",203,433825,51.314,7.146,7.4621,7.503,333.076190375774
"800",203,433826,23.96,7.1559,7.4726,7.509,333.383493660968
"801",203,433827,2.334,7.2045,7.5203,7.546,335.049423840206
"802",219,433828,3251.379,6.3887,6.5804,6.889,301.540634511889
"803",219,433829,3168.89,6.3725,6.5693,6.837,299.375682820238
"804",219,433830,3059.211,6.2711,6.4559,6.723,294.548498656832
"805",219,433831,2908.706,6.1622,6.3526,6.586,288.75838063777
"806",219,433832,2761.312,6.0798,6.272,6.418,281.592578774392
"807",219,433833,2608.479,6.008,6.2048,6.433,282.456680959628
"808",219,433834,2460.578,6.0618,6.262,6.474,284.43604225302
"809",219,433835,2311.853,6.0387,6.2437,6.444,283.311940293611
"810",219,433836,2159.72,5.9945,6.2061,6.398,281.49089585018
"811",219,433837,2010.708,5.9755,6.179,6.365,280.234788189783
"812",219,433838,1861.043,5.9626,6.1813,6.347,279.633151117295
"813",219,433839,1732.001,5.9365,6.159,6.33,279.053795867774
"814",219,433840,1541.348,6.4319,6.6958,6.857,302.441636897422
"815",219,433841,1450.26,6.4303,6.677,6.832,301.470011702999
"816",219,433842,1319.987,6.454,6.7076,NA,NA
"817",219,433843,1190.599,6.4788,6.7462,NA,NA
"818",219,433844,1058.877,6.4893,6.7488,6.891,304.611409182294
"819",219,433845,932.541,6.4991,6.7671,6.883,304.433407334193
"820",219,433846,799.366,6.5146,6.7799,6.886,304.753672571194
"821",219,433847,670.458,6.5099,6.7624,6.85,303.348299536082
"822",219,433848,539.989,6.5092,6.7844,6.85,303.529937409494
"823",219,433849,399.159,6.5443,6.8232,6.893,305.630586993193
"824",219,433850,280.999,6.6231,6.9108,6.956,308.577676560666
"825",219,433851,150.151,6.8309,7.1247,7.167,318.087372661785
"826",223,433852,2983.625,6.3612,6.5527,6.822,298.968083446616
"827",223,433853,2878.151,6.3274,6.53,6.776,297.095667817219
"828",223,433854,2799.628,6.2656,6.4701,6.707,294.184629985673
"829",223,433855,2690.303,6.2108,6.409,6.645,291.619554697021
"830",223,433856,2558.296,6.132,6.3248,6.389,280.566666240365
"831",223,433857,2421.43,6.0653,6.2713,6.49,285.187581364544
"832",223,433858,2269.011,6.047,6.2476,6.448,283.542347678733
"833",223,433859,2109.978,6.0283,6.2338,NA,NA
"834",223,433860,1939.29,6.0156,6.2198,NA,NA
"835",223,433861,1759.724,5.9911,6.2001,6.363,280.465376239111
"836",223,433862,1569.912,5.9843,6.2035,6.367,280.886604788504
"837",223,433863,1382.352,6.3527,6.5956,6.738,297.43206951287
"838",223,433864,1181.445,6.4495,6.6978,6.832,301.841767192092
"839",223,433865,990.77,6.3141,6.5665,6.668,294.884923146377
"840",223,433866,811.225,6.4792,6.7386,6.905,305.58645601673
"841",223,433867,639.78,6.4549,6.7298,6.821,302.114137878059
"842",223,433868,492.401,6.5373,6.8027,6.876,304.746886756247
"843",223,433869,348.73,6.5417,6.8121,6.877,304.996728632404
"844",223,433870,220.693,6.6228,6.8984,6.945,308.181091615239
"845",223,433871,100.564,6.7251,7.0333,7.068,313.78788199322
"846",223,433872,49.251,6.9495,7.2519,7.286,323.494897802239
"847",223,433873,29.491,7.1226,7.4322,7.489,332.496479245205
"848",223,433874,19.329,7.59,7.9466,7.915,351.298178253784
"849",223,433875,1.914,7.9082,8.288,8.285,367.662206420625
"850",227,433876,2299.082,6.142,6.3443,6.573,288.98133507166
"851",227,433877,2151.732,6.097,6.3084,6.527,287.157613296948
"852",227,433878,1945.713,6.0397,6.2739,NA,NA
"853",227,433879,1749.581,6.0157,6.2367,6.394,281.837689739207
"854",227,433880,1505.576,6.0247,6.2606,NA,NA
"855",227,433881,1204.69,6.4536,6.7106,NA,NA
"856",227,433882,903.652,6.338,6.6064,6.737,298.04936874261
"857",227,433883,703.368,6.3965,6.6623,NA,NA
"858",227,433884,500.758,6.4397,6.7172,6.802,301.473207131217
"859",227,433885,300.511,6.3939,6.6802,NA,NA
"860",227,433886,99.919,6.3606,6.6501,6.679,296.601071608552
"861",227,433887,49.404,6.6765,6.9614,6.957,308.951860324493
"862",227,433888,2.814,7.7934,8.1336,8.164,362.331216638751
"863",230,433889,931.682,6.3598,6.5928,6.778,299.82750850315
"864",230,433890,861.175,6.3535,6.6037,NA,NA
"865",230,433891,791.643,6.369,6.6041,6.781,300.155049370575
"866",230,433892,701.74,6.3698,6.6049,6.781,300.281943607349
"867",230,433893,593.369,6.3597,6.5909,6.747,298.932216621837
"868",230,433894,469.805,6.3471,6.5813,6.719,297.867808355191
"869",230,433895,359.673,6.3287,6.5749,6.704,297.359426275132
"870",230,433896,260.192,6.3327,6.5709,6.687,296.746928904255
"871",230,433897,170.344,6.4216,6.6565,6.752,299.741516603678
"872",230,433898,101.715,6.8902,7.1285,7.217,320.380755097961
"873",230,433899,80.254,7.0551,7.3065,NA,NA
"874",230,433900,60.628,7.2106,7.4437,NA,NA
"875",230,433901,50.052,7.2266,7.4739,7.556,335.429844900831
"876",230,433902,40.947,7.3716,7.627,NA,NA
"877",230,433903,30.599,7.4537,7.6928,7.784,345.530117260983
"878",230,433904,20.007,7.8535,8.1098,NA,NA
"879",230,433905,10.556,7.8514,8.1198,8.21,364.365000745407
"880",230,433906,2.708,7.8733,8.1424,NA,NA
"881",230,433907,2.517,7.8765,8.1399,8.291,367.968858840408
"882",231,433908,352.964,6.3863,6.5834,6.768,300.206897187924
"883",231,433909,329.978,6.6198,6.8267,6.948,308.171185649061
"884",231,433910,290.717,6.7585,6.9655,7.118,315.739128869216
"885",231,433911,251.014,6.8376,7.045,7.204,319.59615586893
"886",231,433912,199.665,6.9104,7.1074,7.243,321.390789781652
"887",231,433913,151.451,6.9527,7.1723,7.296,323.801371339862
"888",231,433914,100.802,7.0349,7.2317,7.37,327.151139616196
"889",231,433915,80.46,7.1137,7.3157,NA,NA
"890",231,433916,60.173,7.1631,7.3682,NA,NA
"891",231,433917,49.894,7.1494,7.3445,7.465,331.422009161316
"892",231,433918,37.899,7.1958,7.4062,NA,NA
"893",231,433919,31.788,7.2385,7.4427,7.577,336.399819564635
"894",231,433920,20.48,7.4605,7.7544,NA,NA
"895",231,433921,11.912,7.6475,7.8694,8.018,355.905240524369
"896",231,433922,3.428,7.6933,7.9165,NA,NA
"897",237,433923,229.303,6.7417,7.0105,7.099,314.976844697691
"898",237,433924,199.68,7.0776,7.3541,7.403,328.43119009891
"899",237,433925,151.279,7.1254,7.3929,7.461,331.071595414073
"900",237,433926,123.871,7.1387,7.4051,7.476,331.777589698148
"901",237,433927,100.247,7.1362,7.4148,NA,NA
"902",237,433928,80.671,7.163,7.4264,7.497,332.772989116765
"903",237,433929,59.851,7.218,7.4942,NA,NA
"904",237,433930,60.019,7.2292,7.495,NA,NA
"905",237,433931,60.762,7.2228,7.507,NA,NA
"906",237,433932,49.83,7.2942,7.5592,7.643,339.271445422242
"907",237,433933,38.962,7.3652,7.6432,NA,NA
"908",237,433934,38.826,7.3568,7.653,NA,NA
"909",237,433935,29.088,7.4836,7.7794,NA,NA
"910",237,433936,29.303,7.4701,7.7608,NA,NA
"911",237,433937,29.867,7.4691,7.7596,NA,NA
"912",237,433938,29.823,7.5164,7.8058,7.864,349.053507771213
"913",237,433939,18.535,7.5939,7.8977,NA,NA
"914",237,433940,18.518,7.5919,7.9025,7.957,353.175843587532
"915",237,433941,10.576,7.6112,7.906,NA,NA
"916",237,433942,10.506,7.6146,7.8945,7.964,353.502822428761
"917",237,433943,4.218,7.6133,7.9154,NA,NA
"918",237,433944,4.365,7.6068,7.9218,NA,NA
"919",237,433945,4.368,7.618,7.9114,NA,NA
"920",237,433946,4.19,7.6006,7.9102,7.974,353.952611200423
"921",241,433947,597.568,6.332,6.5824,6.709,297.244068486322
"922",241,433948,449.747,6.3178,6.5832,6.722,298.028128782055
"923",241,433949,388.291,6.3549,6.61,6.715,297.799182951027
"924",241,433950,331.217,6.3473,6.598,6.696,297.039797849748
"925",241,433951,289.233,6.2686,6.5094,6.591,292.459150614079
"926",241,433952,249.32,6.5675,6.8281,6.903,306.291290957164
"927",241,433953,200.039,6.7109,6.9609,7.02,311.526460031016
"928",241,433954,149.888,6.9957,7.2565,7.29,323.517229037778
"929",241,433955,98.869,7.1266,7.4029,7.445,330.441415628118
"930",241,433956,80.043,7.1119,7.3778,7.442,330.343983782902
"931",241,433957,60.105,7.2394,7.4986,7.541,334.741798465091
"932",241,433958,49.324,7.2162,7.4721,7.562,335.69758419246
"933",241,433959,40.061,7.234,7.4894,7.544,334.909196108639
"934",241,433960,28.691,7.231,7.499,7.589,336.92258018516
"935",241,433961,19.319,7.4039,7.6965,7.671,340.53009505157
"936",241,433962,9.434,7.6407,7.936,7.982,354.292868041613
"937",241,433963,0.733,7.658,7.9545,NA,NA
"938",249,433964,702.621,6.3498,6.603,6.744,298.642236396075
"939",249,433965,651.88,6.3616,6.5997,6.717,297.518816035669
"940",249,433966,588.778,6.3667,6.6042,6.713,297.429343286403
"941",249,433967,518.549,6.3766,6.6341,6.731,298.319231477397
"942",249,433968,440.276,6.4729,6.7225,6.846,303.509749888027
"943",249,433969,361.167,6.4296,6.7008,6.76,299.813769586248
"944",249,433970,279.977,6.4903,6.7456,6.804,301.872426629699
"945",249,433971,199.1,6.7522,7.0068,7.061,313.336971528268
"946",249,433972,150.219,6.9986,7.2615,7.276,322.894232944945
"947",249,433973,100.326,7.2399,7.493,7.523,333.880369499856
"948",249,433974,81.247,7.3202,7.5994,NA,NA
"949",249,433975,59.737,7.3691,7.643,NA,NA
"950",249,433976,49.124,7.3985,7.667,7.701,341.821112624908
"951",249,433977,40.059,7.5005,7.7826,NA,NA
"952",249,433978,30.299,7.7917,8.0941,7.959,353.197742733541
"953",249,433979,20.045,8.5104,8.8586,NA,NA
"954",249,433980,9.613,8.686,9.0344,9.106,403.8744619397
"955",249,433981,2.209,8.7084,9.0656,9.062,401.928108450792
"956",252,433982,1661.261,6.0507,6.2714,6.447,284.282856053278
"957",252,433983,1609.194,6.0642,6.2811,6.448,284.393499762442
"958",252,433984,1549.159,6.077,6.2955,6.47,285.440160315086
"959",252,433985,1480.813,6.1344,6.3662,6.531,288.208281673914
"960",252,433986,1400.533,6.3368,6.5671,6.739,297.45724568949
"961",252,433987,1300.346,6.4058,6.6521,6.8,300.27145073559
"962",252,433988,1199.26,6.4082,6.6481,6.789,299.927544250367
"963",252,433989,1099.111,6.357,6.592,6.73,297.471346537397
"964",252,433990,949.119,6.4127,6.6649,6.779,299.831815545743
"965",252,433991,801.517,6.4381,6.6886,6.796,300.786963902247
"966",252,433992,649.069,6.4262,6.6767,6.766,299.676674222012
"967",252,433993,499.109,6.4394,6.6876,6.772,300.152816418711
"968",252,433994,368.797,6.448,6.7173,6.773,300.375953280848
"969",252,433995,261.318,6.5652,6.8647,6.897,305.998807887807
"970",252,433996,170.684,6.5457,6.8175,6.903,306.408197785436
"971",252,433997,99.689,7.0155,7.2949,7.355,326.470487094883
"972",252,433998,79.842,7.1313,7.4066,7.439,330.204169403156
"973",252,433999,59.059,7.2525,7.5263,NA,NA
"974",252,434000,49.999,7.2729,7.5724,7.573,336.159905299177
"975",252,434001,40.037,7.428,7.6973,NA,NA
"976",252,434002,29.256,7.7384,8.0501,8.067,358.002973114483
"977",252,434003,19.888,7.8461,8.1739,NA,NA
"978",252,434004,10.981,8.0848,8.4102,8.446,374.760691428612
"979",252,434005,3.241,9.4151,9.8051,9.683,429.253899703237
"980",255,434006,4717.453,5.6153,5.7045,6.028,262.315629127854
"981",255,434007,4652.088,5.6366,5.7411,6.029,262.42656144272
"982",255,434008,4499.508,5.7543,5.8594,6.144,267.589227237275
"983",255,434009,4350.882,5.7971,5.9061,6.198,270.106713960975
"984",255,434010,4151.196,5.7691,5.8742,6.159,268.644796253607
"985",255,434011,3950.363,5.7895,5.9044,6.135,267.826917069539
"986",255,434012,3749.023,5.8265,5.9715,6.228,272.114332376601
"987",255,434013,3469.982,5.8249,5.9568,6.205,271.445503391775
"988",255,434014,3181.03,5.828,5.9742,6.213,272.140323916794
"989",255,434015,2881.318,5.7778,5.927,6.159,270.144254585094
"990",255,434016,2569.81,5.763,5.9127,6.132,269.33972622959
"991",255,434017,2279.701,5.7902,5.9544,6.167,271.225731718702
"992",255,434018,2000.275,5.7969,5.98,6.154,270.994344469308
"993",255,434019,1712.789,5.7568,5.9252,6.086,268.364692463401
"994",255,434020,1451.733,5.6945,5.878,6.012,265.430595849275
"995",255,434021,1200.083,5.739,5.9452,6.065,268.071956367576
"996",255,434022,960.641,5.6244,5.8151,5.912,261.627340893624
"997",255,434023,730.101,5.1329,5.3268,5.383,238.560593616679
"998",255,434024,515.11,4.006,4.1343,4.189,186.00194303478
"999",255,434025,351.599,3.1255,3.2369,3.282,145.945831576121
"1000",255,434026,195.209,4.0034,4.1914,4.245,188.772563275952
"1001",255,434027,100.44,4.2981,4.5214,4.574,203.445000680549
"1002",255,434028,50.39,5.0481,5.3261,5.363,238.450102018672
"1003",255,434029,2.885,5.3624,5.6654,5.697,253.293885833172
"1004",258,434035,4512.565,5.6427,5.7516,6.051,263.540583258148
"1005",258,434036,4449.89,5.6501,5.7622,6.072,264.524940205077
"1006",258,434037,4399.782,5.724,5.8262,6.125,266.881896047734
"1007",258,434038,4349.873,5.7672,5.8842,6.182,269.413799464917
"1008",258,434039,4147.685,5.8452,5.9723,6.245,272.383262247965
"1009",258,434040,3949.948,5.8747,6.0025,6.287,274.446295323174
"1010",258,434041,3750.608,5.8522,5.98,6.262,273.597178926372
"1011",258,434042,3469.666,5.8913,6.0295,6.29,275.151720910343
"1012",258,434043,3179.271,5.8589,6.0015,6.266,274.459382620696
"1013",258,434044,2879.515,5.7968,5.9506,6.169,270.580838554539
"1014",258,434045,2570.033,5.809,5.9575,6.185,271.659551443739
"1015",258,434046,2279.128,5.7912,5.9575,6.157,270.786025186524
"1016",258,434047,1999.904,5.7883,5.9703,6.157,271.128694816071
"1017",258,434048,1720.827,5.7169,5.9053,6.07,267.652368776935
"1018",258,434049,1449.844,5.6568,5.8639,5.987,264.331218586947
"1019",258,434050,1198.024,5.6053,5.8041,5.926,261.956621945203
"1020",258,434051,960.42,5.4087,5.5933,5.704,252.462659558942
"1021",258,434052,729.768,4.9836,5.1712,5.263,233.269341310321
"1022",258,434053,514.051,3.8232,3.9535,4.02,178.523375893257
"1023",258,434054,331.461,2.9869,3.0985,3.155,140.327447924502
"1024",258,434055,195.772,4.081,4.2987,4.31,191.646580239005
"1025",258,434056,99.384,5.0483,5.2869,5.326,236.756168811765
"1026",258,434057,50.244,5.087,5.3545,5.443,242.002151624121
"1027",258,434058,4.952,5.1067,5.3978,5.444,242.09162771109
"1028",266,434064,4147.035,5.8432,5.9726,6.265,273.256218901914
"1029",266,434065,4000.669,5.8822,6.0108,6.297,274.820626758034
"1030",266,434066,3800.968,5.9512,6.0942,6.412,280.069077184614
"1031",266,434067,3599.876,5.9488,6.0861,6.348,277.519971684121
"1032",266,434068,3419.634,5.9626,6.118,6.377,279.003224818168
"1033",266,434069,3220.357,5.9961,6.1125,6.362,278.595010856635
"1034",266,434070,2999.518,5.907,6.0736,6.315,276.813904125263
"1035",266,434071,2770.614,5.8858,6.0523,6.269,275.083066554679
"1036",266,434072,2530.01,5.8409,6.0028,6.213,272.930306799214
"1037",266,434073,2279.634,5.8155,5.9842,6.176,271.616188010255
"1038",266,434074,2020.752,5.7993,5.9853,6.161,271.276117752156
"1039",266,434075,1760.071,5.7671,5.9567,6.124,269.975161417436
"1040",266,434076,1509.978,5.6959,5.8912,6.038,266.503713529318
"1041",266,434077,1271.373,5.6688,5.8656,5.998,265.037117760113
"1042",266,434078,1050.47,5.6114,5.8104,5.93,262.313753299029
"1043",266,434079,849.864,5.3233,5.5261,5.623,249.01927349838
"1044",266,434080,649.935,4.8167,4.9769,5.042,223.591290684877
"1045",266,434081,500.987,3.9271,4.0567,4.111,182.561760692692
"1046",266,434082,330.077,3.0055,3.1162,3.164,140.726735011195
"1047",266,434083,194.711,4.4381,4.6441,4.71,209.378563441432
"1048",266,434084,99.934,4.6482,4.896,4.941,219.70609144698
"1049",266,434085,51.007,5.065,5.3284,5.415,240.76111675707
"1050",266,434086,10.457,5.1322,5.3903,5.472,243.331937774554
"1051",266,434087,1.793,5.1241,5.4168,5.478,243.603814762581
"1052",270,434093,3809.786,5.892,6.0357,6.354,277.53482262915
"1053",270,434094,3719.411,5.9834,6.1266,6.416,280.338407191474
"1054",270,434095,3598.19,5.9966,6.1385,6.408,280.135942576099
"1055",270,434096,3468.45,6.0109,6.1519,6.424,280.993637429546
"1056",270,434097,3329.251,6.0077,6.1524,6.08,266.110060480962
"1057",270,434098,3168.918,6.0157,6.1571,6.395,280.09538714348
"1058",270,434099,2999.358,5.97,6.1206,6.346,278.165243920895
