"","STNNBR","SAMPNO","CTDPRS","CTDTMP","CTDSAL","OXYGEN_mlperl","OXYGEN_umolperkg"
"1059",270,434100,2809.178,5.913,6.0782,6.3,276.390964643334
"1060",270,434101,2599.196,5.8731,6.0296,6.243,274.157928769163
"1061",270,434102,2380.305,5.8399,6.0142,6.216,273.244849742991
"1062",270,434103,2159.174,5.8306,6.0154,6.191,272.419261677771
"1063",270,434104,1939.425,5.7991,5.9738,6.147,270.76295565053
"1064",270,434105,1719.325,5.7417,5.9288,6.079,268.046837158118
"1065",270,434106,1508.356,5.7604,5.957,6.088,268.700479303569
"1066",270,434107,1309.463,5.6757,5.8753,5.985,264.413822532063
"1067",270,434108,1110.318,5.614,5.8087,5.911,261.400214728926
"1068",270,434109,910.172,5.3839,5.5855,5.667,250.885642075326
"1069",270,434110,710.447,4.924,5.1135,5.191,230.108964918924
"1070",270,434111,509.829,3.7402,3.8793,3.923,174.229113820999
"1071",270,434112,331.402,3.0943,3.2118,3.263,145.1181176448
"1072",270,434113,200.74,3.6819,3.8557,3.922,174.449687572747
"1073",270,434114,101.287,4.6433,4.8841,4.938,219.573284331239
"1074",270,434115,50.496,5.0795,5.327,5.431,241.473495101685
"1075",270,434116,4.269,5.6172,5.9356,5.971,265.42074660288
"1076",273,434122,3433.396,5.995,6.1461,6.41,280.425267556616
"1077",273,434123,3279.357,5.9769,6.1366,6.399,280.136196050893
"1078",273,434124,3100.795,5.9688,6.1144,6.359,278.610329328616
"1079",273,434125,2950.581,5.9123,6.0822,6.324,277.267405052521
"1080",273,434126,2800.861,5.8888,6.0541,6.258,274.562826011834
"1081",273,434127,2640.628,5.8535,6.0128,6.231,273.58272710964
"1082",273,434128,2481.129,5.8368,6.0073,6.204,272.594143828726
"1083",273,434129,2320.056,5.8286,6.0041,6.203,272.749749963104
"1084",273,434130,2159.38,5.8199,5.9976,6.187,272.246394329917
"1085",273,434131,2000.34,5.8008,5.9909,6.164,271.432461592138
"1086",273,434132,1829.513,5.768,5.964,6.12,269.71106514104
"1087",273,434133,1660.133,5.7366,5.9357,6.099,269.000702128734
"1088",273,434134,1490.477,5.7342,5.9389,6.084,268.549362757417
"1089",273,434135,1322.46,5.7204,5.9357,6.066,267.964569491652
"1090",273,434136,1148.745,5.7249,5.9307,6.045,267.254867110733
"1091",273,434137,979.544,5.5814,5.7889,5.901,261.121842319149
"1092",273,434138,815.821,5.3027,5.5043,5.591,247.645947505102
"1093",273,434139,650.242,4.7506,4.8948,5.015,222.407235161606
"1094",273,434140,490.956,3.6321,3.7543,3.823,169.819747981867
"1095",273,434141,330.749,3.0598,3.1829,3.228,143.56525524489
"1096",273,434142,193.687,4.7129,4.9653,4.998,222.127988283092
"1097",273,434143,100.414,4.7193,4.9641,5.042,224.185044946868
"1098",273,434144,49.019,5.4611,5.7883,5.762,256.102995618033
"1099",273,434145,4.073,5.7288,6.0571,6.096,270.952919303657
"1100",278,434151,2104.967,5.7794,5.964,6.174,271.747717210336
"1101",278,434152,2001.677,5.7727,5.9643,NA,NA
"1102",278,434153,1851.084,5.7561,5.9488,NA,NA
"1103",278,434154,1680.391,5.7461,5.9338,6.116,269.725867976788
"1104",278,434155,1500.655,5.7207,5.9255,6.099,269.201219536188
"1105",278,434156,1299.342,5.7363,5.9466,5.998,264.98735313551
"1106",278,434157,1099.137,5.6967,5.9121,6.029,266.612745128262
"1107",278,434158,899.589,5.5215,5.7451,5.834,258.262132363433
"1108",278,434159,704.504,4.9347,5.1102,5.196,230.33785176008
"1109",278,434160,552.353,4.1031,4.2674,4.339,192.60809098112
"1110",278,434161,400.992,3.0761,3.1798,3.241,144.09431669782
"1111",278,434162,270.614,3.1769,3.3154,3.385,150.576404467548
"1112",278,434163,170.245,5.1156,5.3904,5.442,241.810798277841
"1113",278,434164,100.159,5.2602,5.5617,5.588,248.350151658552
"1114",278,434165,78.789,5.2255,5.5086,5.532,245.896641696797
"1115",278,434166,59.344,5.1164,5.3928,NA,NA
"1116",278,434167,49.661,4.6419,4.8919,4.968,220.9612973496
"1117",278,434168,39.351,5.2762,5.5571,NA,NA
"1118",278,434169,28.991,5.8057,6.1384,6.166,274.014825638002
"1119",278,434170,20.29,5.7913,6.1081,NA,NA
"1120",278,434171,10.13,5.7973,6.1179,6.163,273.910694761261
"1121",278,434172,3.997,5.8028,6.1346,6.192,275.204173926045
"1122",279,434173,2771.949,5.8479,6.0239,6.25,274.252391616201
"1123",279,434174,2701.064,5.8349,6.0053,6.23,273.465361984497
"1124",279,434175,2553.269,5.8213,6.0047,6.216,273.032420561112
"1125",279,434176,2400.19,5.8371,6.0024,NA,NA
"1126",279,434177,2217.75,5.8182,6.0056,NA,NA
"1127",279,434178,2022.496,5.784,5.9727,6.148,270.703752625998
"1128",279,434179,1803.135,5.7475,5.944,6.093,268.557377934832
"1129",279,434180,1552.752,5.7237,5.9236,6.063,267.548030939587
"1130",279,434181,1300.185,5.7194,5.9254,6.044,267.022561421601
"1131",279,434182,999.808,5.5434,5.7392,5.836,258.230208515203
"1132",279,434183,698.802,4.9256,5.1076,5.15,228.305243936087
"1133",279,434184,501.268,3.655,3.7761,3.824,169.852841864553
"1134",279,434185,350.156,3.0449,3.1565,3.213,142.887547281671
"1135",279,434186,202.958,5.0725,5.3332,5.437,241.560961096583
"1136",279,434187,152.432,5.1621,5.4036,5.457,242.496085292541
"1137",279,434188,101.166,4.6832,4.939,4.891,217.474334077607
"1138",279,434189,80.447,4.6686,4.9007,4.94,219.681722720058
"1139",279,434190,60.595,4.5609,4.8007,NA,NA
"1140",279,434191,50.418,4.6901,4.9447,5.026,223.531109212923
"1141",279,434192,39.767,5.4628,5.753,NA,NA
"1142",279,434193,29.562,5.5389,5.8763,5.936,263.844141489437
"1143",279,434194,19.504,5.7411,6.0433,NA,NA
"1144",279,434195,10.228,5.7347,6.0533,6.121,272.056923723664
"1145",279,434196,3.473,5.7948,6.0928,6.136,272.724794082143
"1146",283,434202,1085.583,5.6741,5.8876,6.047,267.430368331874
"1147",283,434203,980.756,5.627,5.8315,5.995,265.271940198091
"1148",283,434204,849.475,5.5354,5.7331,5.857,259.344338335877
"1149",283,434205,719.382,5.1971,5.409,5.49,243.300216108418
"1150",283,434206,617.269,4.9047,5.1041,5.191,230.212791741653
"1151",283,434207,500.035,4.3103,4.4679,4.556,202.261195708631
"1152",283,434208,400.744,3.5702,3.7028,3.79,168.434265228634
"1153",283,434209,300.115,2.9836,3.0978,3.167,140.88288914158
"1154",283,434210,200.139,3.8331,4.0164,4.009,178.297654662815
"1155",283,434211,149.714,4.3544,4.5886,4.675,207.876733734941
"1156",283,434212,101.655,4.6959,4.9279,5.023,223.345119679425
"1157",283,434213,79.29,4.8475,5.0992,5.175,230.098648576291
"1158",283,434214,61.215,5.0237,5.2823,5.402,240.179622452512
"1159",283,434215,51.203,5.3297,5.6092,5.678,252.401010624777
"1160",283,434216,39.24,5.4326,5.7263,5.823,258.838796481916
"1161",283,434217,28.343,6.0807,6.3992,6.458,286.937294869158
"1162",283,434218,19.234,6.8264,7.1169,7.071,314.024569080124
"1163",283,434219,11.474,6.748,7.0748,7.123,316.354462510545
"1164",283,434220,4.045,6.7717,7.1101,7.144,317.290126824394
"1165",289,434226,512.011,5.0519,5.2518,5.325,236.248735498425
"1166",289,434227,399.88,4.2221,4.3967,4.484,199.171632568936
"1167",289,434228,300.479,3.3369,3.4498,3.528,156.898085363973
"1168",289,434229,198.267,3.2975,3.4438,3.534,157.244227332644
"1169",289,434230,150.282,4.1243,4.3493,NA,NA
"1170",289,434231,100.836,5.0177,5.2796,5.399,240.000660757675
"1171",289,434232,79.832,5.2464,5.5492,NA,NA
"1172",289,434233,59.167,5.3025,5.5912,NA,NA
"1173",289,434234,48.958,5.3319,5.623,5.711,253.867958998931
"1174",289,434235,40.638,5.6725,5.972,NA,NA
"1175",289,434236,29.337,6.6284,7.0039,6.982,310.080598097643
"1176",289,434237,18.818,6.9045,7.2427,NA,NA
"1177",289,434238,9.927,6.8298,7.167,7.232,321.176388740514
"1178",289,434239,4.066,6.8007,7.1339,NA,NA
"1179",293,434240,95.578,4.7406,4.9605,5.051,224.591270071242
"1180",293,434241,79.522,4.7314,4.9655,NA,NA
"1181",293,434242,58.743,5.3605,5.6217,NA,NA
"1182",293,434243,49.353,5.5631,5.8561,5.917,262.978972991246
"1183",293,434244,41.858,5.9834,6.2803,NA,NA
"1184",293,434245,30.76,6.8137,7.1617,NA,NA
"1185",293,434246,20.723,6.9967,7.3276,NA,NA
"1186",293,434247,11.38,6.8704,7.2015,7.252,322.054525364161
"1187",293,434248,2.286,6.8553,7.17,7.23,321.099071187812
"1188",296,434249,78.247,4.689,4.9134,4.987,221.772087481578
"1189",296,434250,78.956,4.6967,4.9043,NA,NA
"1190",296,434251,59.502,5.6349,5.8944,NA,NA
"1191",296,434252,52.22,6.0884,6.368,6.361,282.602074172917
"1192",296,434253,40.054,6.3332,6.6491,NA,NA
"1193",296,434254,29.704,6.5998,6.8996,NA,NA
"1194",296,434255,20.316,7.0068,7.3493,NA,NA
"1195",296,434256,9.871,6.8323,7.1347,7.226,320.918167989849
"1196",296,434257,1.553,6.9172,7.2424,7.273,322.99294574061
"1197",300,434258,263.181,2.905,3.0089,2.646,117.736018580008
"1198",300,434259,201.76,2.6381,2.7363,2.807,124.964836134181
"1199",300,434260,149.234,2.9399,3.0671,3.122,138.987431474908
"1200",300,434261,98.963,3.4009,3.5296,3.565,158.690105094223
"1201",300,434262,79.982,4.3396,4.5517,NA,NA
"1202",300,434263,60.131,6.2063,6.5286,NA,NA
"1203",300,434264,49.575,6.4314,6.7459,6.702,297.673122649282
"1204",300,434265,39.875,6.8497,7.1505,NA,NA
"1205",300,434266,29.126,7.263,7.5414,NA,NA
"1206",300,434267,20.108,7.2062,7.5223,NA,NA
"1207",300,434268,10.695,7.102,7.4168,7.467,331.552948152149
"1208",300,434269,3.636,7.0815,7.41,7.456,331.076960694568
"1209",303,434270,146.002,3.1975,3.3011,NA,NA
"1210",303,434271,99.334,4.7845,4.9907,NA,NA
"1211",303,434272,75.128,5.8758,6.0926,NA,NA
"1212",303,434273,50.98,6.7654,6.9562,NA,NA
"1213",303,434274,40.486,7.1169,7.4291,NA,NA
"1214",303,434275,29.859,7.3634,7.6525,NA,NA
"1215",303,434276,20.278,7.1953,7.4747,NA,NA
"1216",303,434277,10.263,7.1921,7.4887,NA,NA
"1217",303,434278,5.136,7.1951,7.496,NA,NA
"1218",303,434279,2.693,7.191,7.4852,NA,NA
